sku,month,price_eur,units,demand_baseline
S0139,2025-07,5.05,46.4,50.26
S0139,2025-08,5.05,29.1,28.8
S0139,2025-09,5.05,33.1,32.17
S0139,2025-10,4.75,44.8,41.93
S0139,2025-11,5.05,35.1,33.01
S0139,2025-12,4.37,40.6,33.98
S0139,2026-01,5.05,39.8,40.67
S0139,2026-02,5.05,34.8,32.83
S0139,2026-03,5.05,41.3,44.02
S0139,2026-04,5.05,48.3,54.72
S0139,2026-05,3.89,31.4,21.72
S0139,2026-06,5.05,34.9,35.22
S0140,2024-07,0.58,9.5,9.28
S0140,2024-08,0.49,19.2,12.43
S0140,2024-09,0.58,8.4,8.77
S0140,2024-10,0.51,18.9,14.13
S0140,2024-11,0.58,8.5,8.07
S0140,2024-12,0.44,18.6,10.42
S0140,2025-01,0.58,10.8,10.85
S0140,2025-02,0.51,14.6,11.04
S0140,2025-03,0.58,10.9,11.13
S0140,2025-04,0.58,9.4,10.12
S0140,2025-05,0.58,13.1,12.88
S0140,2025-06,0.58,6.2,6.43
S0140,2025-07,0.58,5.7,6.04
S0140,2025-08,0.53,15.0,11.44
S0140,2025-09,0.58,12.5,13.18
S0140,2025-10,0.58,10.8,11.32
S0140,2025-11,0.58,9.0,8.41
S0140,2025-12,0.51,9.2,7.41
S0140,2026-01,0.48,11.8,8.01
S0140,2026-02,0.58,9.7,10.41
S0140,2026-03,0.58,7.0,6.81
S0140,2026-04,0.58,16.5,16.47
S0140,2026-05,0.58,14.5,13.08
S0140,2026-06,0.58,10.3,10.92
S0141,2024-07,1.03,40.1,24.51
S0141,2024-08,1.27,5.8,6.06
S0141,2024-09,1.27,3.3,3.55
S0141,2024-10,1.18,5.4,4.78
S0141,2024-11,1.27,20.5,20.84
S0141,2024-12,1.27,11.1,11.1
S0141,2025-01,1.27,13.8,12.97
S0141,2025-02,1.27,24.4,23.66
S0141,2025-03,1.27,9.6,10.2
S0141,2025-04,1.27,15.3,16.23
S0141,2025-05,1.27,6.1,6.48
S0141,2025-06,1.27,5.9,6.1
S0141,2025-07,0.97,16.2,8.59
S0141,2025-08,1.27,2.7,2.79
S0141,2025-09,1.27,11.9,12.19
S0141,2025-10,1.27,15.4,16.75
S0141,2025-11,1.27,22.8,22.25
S0141,2025-12,1.27,8.0,8.16
S0141,2026-01,0.99,17.7,10.37
S0141,2026-02,1.27,31.7,30.33
S0141,2026-03,1.27,0.1,0.1
S0141,2026-04,1.27,2.6,2.65
S0141,2026-05,1.27,7.5,7.06
S0141,2026-06,1.27,4.0,3.69
S0142,2024-07,21.81,14.4,13.79
S0142,2024-08,21.81,27.0,25.34
S0142,2024-09,21.81,14.4,15.7
S0142,2024-10,21.81,24.1,24.79
S0142,2024-11,21.81,26.0,27.52
S0142,2024-12,21.81,13.4,13.35
S0142,2025-01,21.81,12.7,11.82
S0142,2025-02,17.42,29.6,22.42
S0142,2025-03,21.81,27.7,26.15
S0142,2025-04,20.21,18.6,16.89
S0142,2025-05,21.81,20.0,20.04
S0142,2025-06,21.81,17.5,18.0
S0142,2025-07,21.81,6.3,6.31
S0142,2025-08,20.43,25.5,22.71
S0142,2025-09,21.81,26.4,26.91
S0142,2025-10,21.81,23.1,24.28
S0142,2025-11,20.13,20.5,18.36
S0142,2025-12,21.81,12.3,11.88
S0142,2026-01,21.81,15.2,15.23
S0142,2026-02,21.81,19.4,21.47
S0142,2026-03,21.81,20.5,19.19
S0142,2026-04,16.48,36.7,22.07
S0142,2026-05,21.81,13.6,14.06
S0142,2026-06,19.38,13.7,10.91
S0143,2024-07,13.92,17.9,16.08
S0143,2024-08,15.03,19.5,20.51
S0143,2024-09,12.67,20.9,14.29
S0143,2024-10,14.2,15.2,14.04
S0143,2024-11,13.27,22.0,18.92
S0143,2024-12,13.53,15.0,13.91
S0143,2025-01,15.03,13.8,13.79
S0143,2025-02,15.03,8.6,9.24
S0143,2025-03,15.03,4.3,4.12
S0143,2025-04,15.03,9.9,9.84
S0143,2025-05,15.03,14.3,15.37
S0143,2025-06,15.03,7.4,7.02
S0143,2025-07,15.03,14.5,13.69
S0143,2025-08,15.03,22.1,21.68
S0143,2025-09,15.03,6.1,6.09
S0143,2025-10,15.03,6.5,6.53
S0143,2025-11,15.03,13.0,13.7
S0143,2025-12,15.03,10.2,10.61
S0143,2026-01,15.03,9.3,9.03
S0143,2026-02,15.03,3.8,3.79
S0143,2026-03,15.03,8.8,8.21
S0143,2026-04,15.03,10.1,10.46
S0143,2026-05,11.34,14.1,9.02
S0143,2026-06,12.74,16.7,12.68
S0144,2024-07,10.14,7.9,4.56
S0144,2024-08,13.39,5.2,4.98
S0144,2024-09,13.39,5.8,5.7
S0144,2024-10,13.39,5.2,5.36
S0144,2024-11,13.39,5.5,5.34
S0144,2024-12,12.68,4.5,4.19
S0144,2025-01,13.39,2.2,2.37
S0144,2025-02,13.39,3.2,3.19
S0144,2025-03,11.78,5.0,4.0
S0144,2025-04,13.39,6.4,6.54
S0144,2025-05,10.21,10.3,6.0
S0144,2025-06,13.39,4.1,3.88
S0144,2025-07,13.39,2.5,2.79
S0144,2025-08,13.39,3.6,3.79
S0144,2025-09,13.39,5.6,5.22
S0144,2025-10,13.39,3.0,3.06
S0144,2025-11,13.39,5.6,5.11
S0144,2025-12,13.39,3.2,3.19
S0144,2026-01,11.69,6.5,5.21
S0144,2026-02,13.39,5.3,5.09
S0144,2026-03,13.39,5.6,5.49
S0144,2026-04,13.39,7.5,7.37
S0144,2026-05,13.39,3.7,3.72
S0144,2026-06,13.39,4.5,3.87
S0145,2024-07,1.54,0.1,0.1
S0145,2024-08,1.68,5.5,4.46
S0145,2024-09,1.42,17.4,9.93
S0145,2024-10,1.47,20.6,13.09
S0145,2024-11,1.83,6.1,5.91
S0145,2024-12,1.83,4.0,3.86
S0145,2025-01,1.83,17.4,16.43
S0145,2025-02,1.38,20.3,12.13
S0145,2025-03,1.83,13.2,13.3
S0145,2025-04,1.83,7.5,7.11
S0145,2025-05,1.38,21.6,12.71
S0145,2025-06,1.83,12.4,12.24
S0145,2025-07,1.83,0.1,0.1
S0145,2025-08,1.83,17.4,17.65
S0145,2025-09,1.83,12.1,10.73
S0145,2025-10,1.83,11.9,11.12
S0145,2025-11,1.83,6.5,6.14
S0145,2025-12,1.83,10.5,10.83
S0145,2026-01,1.83,2.7,2.76
S0145,2026-02,1.83,3.0,2.87
S0145,2026-03,1.83,17.9,17.05
S0145,2026-04,1.83,6.8,6.51
S0145,2026-05,1.83,15.1,15.31
S0145,2026-06,1.71,4.6,3.78
S0146,2024-07,1.34,134.8,151.68
S0146,2024-08,1.15,128.3,103.97
S0146,2024-09,1.34,250.1,240.75
S0146,2024-10,1.34,102.5,97.67
S0146,2024-11,1.19,264.8,205.89
S0146,2024-12,1.34,208.9,205.25
S0146,2025-01,1.34,74.9,69.54
S0146,2025-02,1.34,216.9,213.47
S0146,2025-03,1.34,177.3,182.88
S0146,2025-04,1.02,180.0,124.67
S0146,2025-05,1.34,138.0,141.49
S0146,2025-06,1.34,141.3,148.97
S0146,2025-07,1.34,151.7,151.26
S0146,2025-08,1.34,19.3,18.34
S0146,2025-09,1.34,107.4,99.61
S0146,2025-10,1.2,234.3,193.25
S0146,2025-11,1.34,113.5,109.72
S0146,2025-12,1.34,41.5,42.43
S0146,2026-01,1.34,37.0,35.02
S0146,2026-02,1.34,171.1,167.9
S0146,2026-03,1.03,53.4,32.91
S0146,2026-04,1.34,155.7,145.51
S0146,2026-05,1.27,225.2,180.96
S0146,2026-06,1.03,188.6,126.49
S0147,2024-07,1.92,4.7,5.0
S0147,2024-08,1.92,14.3,12.7
S0147,2024-09,1.92,22.8,22.74
S0147,2024-10,1.92,10.3,10.58
S0147,2024-11,1.51,26.5,17.62
S0147,2024-12,1.92,8.7,8.86
S0147,2025-01,1.7,21.4,19.69
S0147,2025-02,1.92,19.4,18.19
S0147,2025-03,1.92,18.7,19.63
S0147,2025-04,1.7,16.8,13.22
S0147,2025-05,1.92,20.1,19.52
S0147,2025-06,1.92,6.0,6.37
S0147,2025-07,1.92,17.3,16.86
S0147,2025-08,1.92,11.2,11.22
S0147,2025-09,1.67,19.2,15.34
S0147,2025-10,1.92,16.7,15.38
S0147,2025-11,1.92,5.7,5.7
S0147,2025-12,1.46,39.4,23.33
S0147,2026-01,1.92,12.3,11.99
S0147,2026-02,1.92,23.7,26.36
S0147,2026-03,1.92,7.3,7.78
S0147,2026-04,1.53,32.8,21.95
S0147,2026-05,1.47,20.0,13.79
S0147,2026-06,1.92,5.7,5.89
S0148,2024-07,4.41,6.6,6.3
S0148,2024-08,4.41,47.3,43.89
S0148,2024-09,4.05,35.3,30.28
S0148,2024-10,4.41,19.4,20.51
S0148,2024-11,3.94,44.2,36.35
S0148,2024-12,4.41,24.5,26.42
S0148,2025-01,4.41,18.8,19.71
S0148,2025-02,4.04,64.4,54.48
S0148,2025-03,3.54,41.3,27.85
S0148,2025-04,3.81,60.1,45.0
S0148,2025-05,3.72,26.1,19.26
S0148,2025-06,3.47,5.5,3.53
S0148,2025-07,3.94,40.1,34.06
S0148,2025-08,3.46,26.0,16.09
S0148,2025-09,3.42,99.9,59.68
S0148,2025-10,4.41,27.1,30.14
S0148,2025-11,4.41,43.8,44.64
S0148,2025-12,4.07,31.8,27.57
S0148,2026-01,4.41,18.8,18.13
S0148,2026-02,4.41,51.0,56.31
S0148,2026-03,3.83,60.6,45.69
S0148,2026-04,4.41,23.7,23.05
S0148,2026-05,4.41,46.1,45.95
S0148,2026-06,4.11,51.7,48.6
S0149,2024-07,1.43,19.8,19.61
S0149,2024-08,1.3,25.8,22.5
S0149,2024-09,1.43,24.4,24.38
S0149,2024-10,1.11,31.4,21.72
S0149,2024-11,1.43,23.4,24.64
S0149,2024-12,1.31,21.9,18.68
S0149,2025-01,1.43,19.9,21.2
S0149,2025-02,1.43,10.6,10.64
S0149,2025-03,1.43,21.1,19.57
S0149,2025-04,1.43,23.8,23.95
S0149,2025-05,1.16,51.0,37.84
S0149,2025-06,1.19,49.1,34.68
S0149,2025-07,1.43,10.8,11.19
S0149,2025-08,1.43,21.6,21.57
S0149,2025-09,1.28,25.1,21.66
S0149,2025-10,1.43,29.4,28.71
S0149,2025-11,1.43,22.5,23.26
S0149,2025-12,1.24,29.1,23.15
S0149,2026-01,1.15,14.7,10.15
S0149,2026-02,1.43,18.1,17.2
S0149,2026-03,1.43,15.0,15.05
S0149,2026-04,1.25,28.8,21.91
S0149,2026-05,1.43,27.3,30.6
S0149,2026-06,1.43,32.1,32.31
S0150,2024-07,9.13,9.0,9.6
S0150,2024-08,9.13,12.1,12.68
S0150,2024-09,9.13,9.4,9.07
S0150,2024-10,9.13,15.3,15.57
S0150,2024-11,9.13,14.5,14.26
S0150,2024-12,9.13,8.8,8.96
S0150,2025-01,9.13,7.3,7.51
S0150,2025-02,9.13,10.8,10.61
S0150,2025-03,9.13,12.2,11.8
S0150,2025-04,9.13,12.0,12.02
S0150,2025-05,9.13,9.5,8.93
S0150,2025-06,9.13,8.6,9.55
S0150,2025-07,9.13,10.4,10.25
S0150,2025-08,9.13,11.4,11.88
S0150,2025-09,9.13,11.9,11.72
S0150,2025-10,9.13,10.3,10.05
S0150,2025-11,9.13,9.8,10.02
S0150,2025-12,9.13,6.3,6.25
S0150,2026-01,9.13,9.2,8.25
S0150,2026-02,7.58,15.9,10.59
S0150,2026-03,9.13,12.8,11.64
S0150,2026-04,6.99,13.4,8.61
S0150,2026-05,9.13,9.5,9.42
S0150,2026-06,9.13,5.9,6.08
S0151,2024-07,20.25,43.7,43.72
S0151,2024-08,20.25,51.5,51.08
S0151,2024-09,20.25,99.2,104.27
S0151,2024-10,20.25,93.5,89.7
S0151,2024-11,20.25,58.6,60.9
S0151,2024-12,20.25,61.9,59.78
S0151,2025-01,20.25,50.6,50.63
S0151,2025-02,20.25,75.4,70.76
S0151,2025-03,20.25,67.7,69.27
S0151,2025-04,20.25,76.6,75.03
S0151,2025-05,20.25,51.8,54.59
S0151,2025-06,20.25,31.5,31.81
S0151,2025-07,15.67,39.9,28.04
S0151,2025-08,20.25,52.6,52.36
S0151,2025-09,20.25,54.9,53.23
S0151,2025-10,20.25,59.5,61.59
S0151,2025-11,20.25,69.0,64.46
S0151,2025-12,20.25,56.5,58.52
S0151,2026-01,20.25,20.7,20.58
S0151,2026-02,20.25,68.6,65.44
S0151,2026-03,20.25,72.1,73.95
S0151,2026-04,18.87,75.2,64.46
S0151,2026-05,20.25,28.9,29.77
S0151,2026-06,20.25,47.5,52.47
S0152,2024-07,1.52,36.4,37.93
S0152,2024-08,1.52,26.5,24.88
S0152,2024-09,1.52,24.1,23.72
S0152,2024-10,1.52,26.2,28.28
S0152,2024-11,1.52,33.3,34.25
S0152,2024-12,1.52,19.5,19.21
S0152,2025-01,1.4,35.3,27.46
S0152,2025-02,1.52,14.3,15.1
S0152,2025-03,1.52,32.3,30.99
S0152,2025-04,1.52,37.7,40.99
S0152,2025-05,1.52,32.6,29.72
S0152,2025-06,1.52,19.6,19.67
S0152,2025-07,1.52,31.5,31.5
S0152,2025-08,1.52,0.1,0.1
S0152,2025-09,1.52,26.3,25.34
S0152,2025-10,1.52,30.3,31.04
S0152,2025-11,1.42,37.5,32.47
S0152,2025-12,1.52,15.9,17.22
S0152,2026-01,1.52,35.0,33.88
S0152,2026-02,1.52,31.8,30.65
S0152,2026-03,1.52,36.4,36.46
S0152,2026-04,1.15,0.2,0.1
S0152,2026-05,1.52,34.6,35.96
S0152,2026-06,1.21,46.8,31.78
S0153,2024-07,184.68,5.8,6.36
S0153,2024-08,184.68,8.7,8.45
S0153,2024-09,184.68,7.6,7.6
S0153,2024-10,168.2,11.6,10.01
S0153,2024-11,184.68,7.9,7.97
S0153,2024-12,184.68,5.7,5.22
S0153,2025-01,184.68,6.3,5.88
S0153,2025-02,184.68,6.4,6.34
S0153,2025-03,184.68,8.3,7.89
S0153,2025-04,184.68,8.9,9.27
S0153,2025-05,184.68,7.0,7.61
S0153,2025-06,184.68,5.1,5.02
S0153,2025-07,184.68,7.6,7.58
S0153,2025-08,184.68,6.9,6.96
S0153,2025-09,184.68,7.6,7.4
S0153,2025-10,184.68,9.0,8.42
S0153,2025-11,184.68,7.3,7.72
S0153,2025-12,184.68,6.4,6.29
S0153,2026-01,184.68,6.4,6.79
S0153,2026-02,184.68,6.1,6.5
S0153,2026-03,167.1,8.4,7.37
S0153,2026-04,184.68,7.7,8.44
S0153,2026-05,171.76,10.1,8.6
S0153,2026-06,184.68,7.0,7.22
S0154,2024-07,0.98,52.7,42.97
S0154,2024-08,0.88,99.7,65.65
S0154,2024-09,1.14,0.1,0.1
S0154,2024-10,1.07,53.1,51.65
S0154,2024-11,1.01,80.6,67.49
S0154,2024-12,1.14,69.1,66.49
S0154,2025-01,1.14,0.1,0.1
S0154,2025-02,1.14,18.6,18.35
S0154,2025-03,1.14,25.1,23.91
S0154,2025-04,1.14,29.5,29.24
S0154,2025-05,0.96,42.2,30.19
S0154,2025-06,1.14,40.0,39.85
S0154,2025-07,0.88,32.5,22.41
S0154,2025-08,1.14,33.6,33.73
S0154,2025-09,1.14,26.0,25.4
S0154,2025-10,1.14,51.1,49.29
S0154,2025-11,1.14,26.9,27.52
S0154,2025-12,1.14,23.1,23.61
S0154,2026-01,1.14,2.0,2.07
S0154,2026-02,1.14,25.0,24.39
S0154,2026-03,1.14,0.1,0.1
S0154,2026-04,1.14,23.8,25.45
S0154,2026-05,0.96,44.1,35.54
S0154,2026-06,0.98,28.1,22.14
S0155,2024-07,1.08,1.8,1.81
S0155,2024-08,1.01,4.7,3.55
S0155,2024-09,0.96,5.4,4.44
S0155,2024-10,1.08,8.1,8.31
S0155,2024-11,1.08,3.4,3.49
S0155,2024-12,1.08,9.7,9.66
S0155,2025-01,1.08,5.5,5.94
S0155,2025-02,1.08,5.3,5.11
S0155,2025-03,1.08,3.0,2.87
S0155,2025-04,1.08,11.9,11.96
S0155,2025-05,1.08,9.9,9.69
S0155,2025-06,1.08,7.3,7.53
S0155,2025-07,1.08,7.4,7.56
S0155,2025-08,0.88,8.9,5.84
S0155,2025-09,1.08,10.8,10.28
S0155,2025-10,1.08,9.9,9.14
S0155,2025-11,0.84,18.0,9.71
S0155,2025-12,1.08,11.2,11.12
S0155,2026-01,0.98,5.4,4.51
S0155,2026-02,1.03,7.3,6.92
S0155,2026-03,1.08,6.6,7.24
S0155,2026-04,1.08,5.9,6.52
S0155,2026-05,1.08,9.6,9.87
S0155,2026-06,1.08,7.9,7.19
S0156,2024-07,1.22,0.5,0.49
S0156,2024-08,1.22,3.7,4.08
S0156,2024-09,1.22,12.6,12.19
S0156,2024-10,1.22,6.0,5.83
S0156,2024-11,1.22,6.7,6.87
S0156,2024-12,1.22,5.7,5.52
S0156,2025-01,1.22,3.4,3.43
S0156,2025-02,0.96,9.6,5.96
S0156,2025-03,1.22,3.4,3.53
S0156,2025-04,1.22,0.5,0.54
S0156,2025-05,0.97,4.5,2.82
S0156,2025-06,1.13,0.1,0.1
S0156,2025-07,1.08,9.9,8.59
S0156,2025-08,1.22,2.1,1.96
S0156,2025-09,1.13,2.8,2.44
S0156,2025-10,1.22,5.7,5.6
S0156,2025-11,1.04,11.2,8.03
S0156,2025-12,1.22,7.0,6.54
S0156,2026-01,1.22,3.8,3.76
S0156,2026-02,1.01,2.3,1.58
S0156,2026-03,0.94,7.9,4.59
S0156,2026-04,1.22,7.4,7.58
S0156,2026-05,1.13,5.0,4.59
S0156,2026-06,1.22,4.4,4.65
S0157,2024-07,1.73,173.3,107.51
S0157,2024-08,2.29,123.5,127.68
S0157,2024-09,2.29,304.7,309.98
S0157,2024-10,2.29,166.0,172.77
S0157,2024-11,2.29,140.0,154.99
S0157,2024-12,2.29,203.7,217.75
S0157,2025-01,1.89,111.2,82.61
S0157,2025-02,2.29,279.6,271.69
S0157,2025-03,1.81,528.5,341.05
S0157,2025-04,2.29,323.2,325.92
S0157,2025-05,2.29,123.3,113.21
S0157,2025-06,2.15,201.6,175.72
S0157,2025-07,2.01,0.1,0.1
S0157,2025-08,2.13,150.9,136.13
S0157,2025-09,1.83,310.5,209.73
S0157,2025-10,2.07,110.3,85.24
S0157,2025-11,2.29,201.5,211.65
S0157,2025-12,1.78,531.4,317.39
S0157,2026-01,2.01,241.6,194.23
S0157,2026-02,1.86,200.8,144.84
S0157,2026-03,2.11,135.5,126.7
S0157,2026-04,2.29,174.5,172.98
S0157,2026-05,2.29,84.1,88.62
S0157,2026-06,2.29,45.6,43.43
S0158,2024-07,3.79,28.8,19.34
S0158,2024-08,4.21,0.1,0.1
S0158,2024-09,4.87,57.2,57.03
S0158,2024-10,4.87,137.3,129.23
S0158,2024-11,4.87,49.3,51.82
S0158,2024-12,3.67,2.5,1.8
S0158,2025-01,4.25,41.0,34.64
S0158,2025-02,4.87,40.5,39.8
S0158,2025-03,4.87,71.6,72.18
S0158,2025-04,4.87,46.6,48.24
S0158,2025-05,4.87,99.5,98.51
S0158,2025-06,3.87,73.4,58.41
S0158,2025-07,4.87,28.6,28.11
S0158,2025-08,3.69,36.8,27.43
S0158,2025-09,4.87,40.0,39.71
S0158,2025-10,4.87,77.5,73.98
S0158,2025-11,4.52,0.1,0.1
S0158,2025-12,4.22,72.5,59.23
S0158,2026-01,4.21,69.8,62.08
S0158,2026-02,4.87,57.9,57.1
S0158,2026-03,4.87,41.3,40.25
S0158,2026-04,4.62,29.0,24.82
S0158,2026-05,4.52,41.6,41.25
S0158,2026-06,4.87,48.7,51.9
S0159,2024-07,12.08,14.1,11.29
S0159,2024-08,11.28,19.3,15.27
S0159,2024-09,14.1,22.4,21.14
S0159,2024-10,14.1,23.6,23.63
S0159,2024-11,14.1,14.0,12.72
S0159,2024-12,14.1,14.9,14.31
S0159,2025-01,14.1,5.3,5.22
S0159,2025-02,14.1,20.1,21.11
S0159,2025-03,14.1,29.8,30.96
S0159,2025-04,14.1,25.6,26.03
S0159,2025-05,14.1,24.7,23.34
S0159,2025-06,12.19,20.3,17.36
S0159,2025-07,12.23,8.8,7.54
S0159,2025-08,14.1,11.0,11.89
S0159,2025-09,14.1,17.2,17.17
S0159,2025-10,14.1,12.3,12.29
S0159,2025-11,14.1,20.9,20.74
S0159,2025-12,14.1,10.2,10.42
S0159,2026-01,11.13,4.3,3.19
S0159,2026-02,14.1,12.1,11.62
S0159,2026-03,14.1,11.7,11.53
S0159,2026-04,14.1,11.5,11.54
S0159,2026-05,14.1,16.8,19.04
S0159,2026-06,14.1,14.6,15.25
S0160,2024-07,128.35,8.8,8.95
S0160,2024-08,136.88,12.6,11.92
S0160,2024-09,136.88,11.9,11.11
S0160,2024-10,136.88,10.3,11.0
S0160,2024-11,136.88,14.1,14.49
S0160,2024-12,136.88,5.6,5.25
S0160,2025-01,136.88,6.2,5.96
S0160,2025-02,136.88,8.2,8.59
S0160,2025-03,136.88,8.0,8.1
S0160,2025-04,136.88,7.7,8.08
S0160,2025-05,136.88,5.7,5.79
S0160,2025-06,136.88,9.1,8.81
S0160,2025-07,136.88,6.0,5.88
S0160,2025-08,136.88,9.1,8.76
S0160,2025-09,136.88,7.5,8.2
S0160,2025-10,110.89,11.8,9.87
S0160,2025-11,113.79,14.9,11.37
S0160,2025-12,136.88,1.9,1.88
S0160,2026-01,136.88,9.8,10.14
S0160,2026-02,136.88,5.5,5.24
S0160,2026-03,136.88,9.4,10.1
S0160,2026-04,136.88,13.0,12.11
S0160,2026-05,104.42,12.8,8.41
S0160,2026-06,136.88,11.1,10.39
S0161,2024-07,11.51,36.0,37.24
S0161,2024-08,11.51,50.7,47.54
S0161,2024-09,11.51,41.1,41.98
S0161,2024-10,11.51,42.8,44.69
S0161,2024-11,11.51,59.3,53.81
S0161,2024-12,11.51,41.2,41.74
S0161,2025-01,11.51,31.1,28.78
S0161,2025-02,9.59,51.9,35.85
S0161,2025-03,11.51,47.4,50.83
S0161,2025-04,10.16,66.2,54.04
S0161,2025-05,10.37,55.3,48.06
S0161,2025-06,11.51,43.3,43.92
S0161,2025-07,11.51,35.7,36.7
S0161,2025-08,11.51,32.9,28.13
S0161,2025-09,11.51,45.6,45.76
S0161,2025-10,9.07,76.5,49.39
S0161,2025-11,11.51,36.3,36.99
S0161,2025-12,11.51,37.0,35.75
S0161,2026-01,11.51,31.6,33.51
S0161,2026-02,8.89,56.6,41.08
S0161,2026-03,11.51,43.2,45.37
S0161,2026-04,10.41,52.6,40.68
S0161,2026-05,11.51,40.5,42.63
S0161,2026-06,11.51,38.3,37.22
S0162,2024-07,12.17,27.8,29.32
S0162,2024-08,12.17,45.3,43.66
S0162,2024-09,12.17,59.5,60.67
S0162,2024-10,12.17,31.6,31.75
S0162,2024-11,12.17,41.5,42.58
S0162,2024-12,12.17,23.4,24.37
S0162,2025-01,12.17,36.4,36.01
S0162,2025-02,12.17,44.7,41.95
S0162,2025-03,12.17,40.2,37.44
S0162,2025-04,11.36,54.1,45.4
S0162,2025-05,12.17,39.5,40.54
S0162,2025-06,12.17,32.1,33.49
S0162,2025-07,12.17,32.4,31.67
S0162,2025-08,9.99,55.6,37.37
S0162,2025-09,12.17,50.0,49.21
S0162,2025-10,12.17,44.2,46.23
S0162,2025-11,12.17,40.9,38.09
S0162,2025-12,12.17,25.8,26.63
S0162,2026-01,12.17,31.1,31.51
S0162,2026-02,9.3,71.4,42.1
S0162,2026-03,12.17,36.8,36.21
S0162,2026-04,9.4,50.0,31.73
S0162,2026-05,12.17,37.4,41.82
S0162,2026-06,12.17,5.6,5.69
S0163,2024-07,7.12,26.6,28.32
S0163,2024-08,7.12,75.3,75.01
S0163,2024-09,6.43,125.0,98.94
S0163,2024-10,7.12,108.3,103.47
S0163,2024-11,5.37,49.9,27.37
S0163,2024-12,5.48,150.8,87.65
S0163,2025-01,7.12,46.3,47.36
S0163,2025-02,7.12,58.7,57.56
S0163,2025-03,7.12,70.4,79.04
S0163,2025-04,7.12,86.0,82.07
S0163,2025-05,7.12,52.8,55.31
S0163,2025-06,7.12,61.0,59.27
S0163,2025-07,7.12,34.3,31.71
S0163,2025-08,7.12,0.1,0.1
S0163,2025-09,7.12,71.9,77.85
S0163,2025-10,7.12,76.4,74.89
S0163,2025-11,7.12,85.4,83.0
S0163,2025-12,7.12,81.1,77.72
S0163,2026-01,7.12,7.0,7.27
S0163,2026-02,7.12,38.8,38.82
S0163,2026-03,7.12,83.3,78.03
S0163,2026-04,7.12,37.8,40.74
S0163,2026-05,6.26,76.7,55.13
S0163,2026-06,7.12,94.4,98.66
S0164,2024-07,1.08,106.9,112.38
S0164,2024-08,0.86,148.4,94.35
S0164,2024-09,1.08,83.2,81.43
S0164,2024-10,1.08,110.7,102.91
S0164,2024-11,0.95,158.5,124.19
S0164,2024-12,1.08,126.3,127.41
S0164,2025-01,1.08,56.3,60.05
S0164,2025-02,1.02,68.7,65.11
S0164,2025-03,1.08,144.9,146.18
S0164,2025-04,1.08,68.0,70.84
S0164,2025-05,1.08,122.5,116.48
S0164,2025-06,0.93,168.3,140.0
S0164,2025-07,1.08,72.8,71.34
S0164,2025-08,1.08,121.4,125.83
S0164,2025-09,1.08,84.9,79.89
S0164,2025-10,1.08,121.1,113.88
S0164,2025-11,1.08,121.3,120.89
S0164,2025-12,1.08,106.8,103.71
S0164,2026-01,1.08,151.0,148.43
S0164,2026-02,1.08,184.9,166.03
S0164,2026-03,1.08,110.9,103.25
S0164,2026-04,1.08,113.4,113.26
S0164,2026-05,1.08,173.1,179.09
S0164,2026-06,0.83,69.3,44.4
S0165,2024-07,1.54,644.7,646.23
S0165,2024-08,1.54,803.5,738.84
S0165,2024-09,1.54,938.3,916.56
S0165,2024-10,1.19,1376.3,731.17
S0165,2024-11,1.54,1091.3,1006.06
S0165,2024-12,1.54,580.0,604.55
S0165,2025-01,1.54,734.5,694.88
S0165,2025-02,1.26,1145.6,736.08
S0165,2025-03,1.54,1196.6,1207.11
S0165,2025-04,1.54,982.1,998.1
S0165,2025-05,1.31,1052.9,754.23
S0165,2025-06,1.54,603.3,611.8
S0165,2025-07,1.54,537.5,550.98
S0165,2025-08,1.54,815.5,779.0
S0165,2025-09,1.54,626.8,674.49
S0165,2025-10,1.54,1092.9,1068.43
S0165,2025-11,1.28,1332.5,947.96
S0165,2025-12,1.54,530.1,503.95
S0165,2026-01,1.54,449.4,438.56
S0165,2026-02,1.41,604.7,544.47
S0165,2026-03,1.54,704.5,666.31
S0165,2026-04,1.54,764.8,766.49
S0165,2026-05,1.28,1098.3,820.04
S0165,2026-06,1.54,664.7,725.34
S0166,2024-07,22.79,45.4,39.72
S0166,2024-08,22.44,10.3,8.41
S0166,2024-09,25.77,33.4,33.87
S0166,2024-10,25.77,20.9,20.46
S0166,2024-11,25.77,24.3,22.86
S0166,2024-12,25.77,10.5,10.53
S0166,2025-01,25.77,22.6,22.81
S0166,2025-02,25.77,33.1,30.81
S0166,2025-03,25.77,36.9,37.49
S0166,2025-04,25.77,30.4,34.08
S0166,2025-05,25.77,35.3,36.65
S0166,2025-06,25.77,26.6,25.03
S0166,2025-07,25.77,20.8,21.67
S0166,2025-08,25.77,52.7,50.43
S0166,2025-09,25.77,24.7,22.95
S0166,2025-10,25.77,37.0,38.3
S0166,2025-11,21.16,34.1,27.61
S0166,2025-12,25.77,25.2,24.17
S0166,2026-01,25.77,23.7,23.75
S0166,2026-02,25.77,33.2,32.63
S0166,2026-03,20.63,46.9,36.53
S0166,2026-04,25.77,44.5,43.62
S0166,2026-05,22.5,55.7,50.13
S0166,2026-06,25.77,27.6,28.94
S0167,2024-07,0.86,5.1,4.97
S0167,2024-08,0.86,10.5,10.68
S0167,2024-09,0.86,16.9,17.1
S0167,2024-10,0.67,52.6,32.1
S0167,2024-11,0.74,26.2,18.37
